gender,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,Yes,No,0.39022662594984264,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),-0.8192591101128885,-0.2899500372617412,No
Female,No,No,-1.0357106187390444,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.3357641619914195,-0.7685602836426145,Yes
Male,Yes,No,1.4087532292990477,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-1.3028731708069223,-0.21987239172980105,No
Male,No,No,-1.2801570035428536,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.18453089902524356,-0.9762565726979333,No
Male,Yes,No,1.3680121651650794,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0.8941639021742215,1.6731284076252801,No
Female,No,No,1.1643068444952385,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,0.8110687027422568,1.4193313067469355,No
Male,Yes,Yes,-1.157933811140949,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),-1.3527302904661012,-0.9750433934394326,No
Female,Yes,No,0.39022662594984264,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.3108356021618301,0.417377586053563,Yes
Female,Yes,Yes,1.286530036897143,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),-0.3638974172257225,0.4925726422759059,No
Female,Yes,No,0.8791193955574611,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),1.6885540087438027,1.82980499440947,No
Male,No,No,-1.2801570035428536,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),-1.4973159374777196,-0.998579071054346,No
Male,Yes,Yes,0.8791193955574611,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),-1.3543921944547406,-0.4642728678059407,No
Female,No,Yes,-0.5875589132653942,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-1.3128445947387584,-0.8067202857736363,No
Male,No,No,-1.1986748752749172,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,0.6482021118556061,-0.9035981640160916,No
Female,No,No,-1.2801570035428536,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.1762213790820471,-0.9763668617214334,Yes
Female,Yes,Yes,1.6124585499688886,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.8293496466172889,1.9025295765054113,No
Male,Yes,No,1.1235657803612702,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,1.1019019007541329,1.5809708995886278,No
Female,Yes,Yes,-0.8727463622031716,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,-1.4890064175345232,-0.9206709048539016,No
Female,No,Yes,-0.8320052980692034,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.4487736332188911,-0.6061707254411218,Yes
Male,Yes,Yes,1.1643068444952385,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),1.2996684754022088,1.8377899197108742,No
Female,No,No,0.26800343354793804,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-1.465739761693573,-0.6709324400403588,No
Male,No,No,0.9198604596914293,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.063678109015429,1.3237548389817808,Yes
Female,No,No,-0.6282999773993624,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.9839067175607433,-0.29372192186544327,Yes
Male,No,No,0.18652130528000166,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),-1.4840207055686052,-0.6606535030501529,No
Female,Yes,No,1.6124585499688886,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,-1.2895779388978081,-0.22379868096640335,No
Male,Yes,No,1.6124585499688886,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),0.4171974574347444,1.373296668338009,No
Female,No,No,-0.9949695546050762,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),0.041607156002264556,-0.7538477279077062,No
Female,Yes,Yes,-0.4245946567295214,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.4923302255118018,-0.8306971194825501,No
Female,No,No,-1.2801570035428536,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,0.6482021118556061,-0.9701024451866297,Yes
Female,No,No,0.22726236941396985,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),0.11140712352511509,0.16455102858201862,No
Male,No,Yes,-0.6282999773993624,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,0.5335307366394948,-0.3694022497911865,No
Female,No,No,1.5309764217009523,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),0.3557070098550908,1.2923004094795627,No
Female,Yes,Yes,1.6124585499688886,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.9190924620038108,1.8338636304742721,Yes
Female,No,No,-0.18014827192571217,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.5252212166962984,-0.01691853068498523,No
Female,No,No,-0.7097821056672988,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),0.6116402241055419,-0.5087855176905661,No
Male,Yes,Yes,1.6124585499688886,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.75622587111716,1.8439661050268779,No
Female,Yes,No,-0.8727463622031716,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.15508282839059,-0.5082561303777658,Yes
Male,No,No,-0.9949695546050762,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.5468259685486093,-0.7487964906314033,Yes
Female,Yes,No,1.0013425879593656,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),1.4824779141525308,1.751124805044525,No
Male,Yes,Yes,-1.2801570035428536,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),-1.4906683215231624,-0.998490839835546,Yes
Female,Yes,No,0.5531908824857155,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,-0.6397734793398451,-0.09756186466823118,No
Male,Yes,No,-0.09866614365777576,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),-1.465739761693573,-0.748289161123303,No
Male,Yes,No,-0.9134874263371398,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,0.34905939390053353,-0.6894609959883694,No
Male,Yes,No,-0.3838535925955532,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,1.1451114044587545,-0.04274821998869987,Yes
Male,No,No,-0.017184015389839363,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),0.9506686377879575,0.3070444469441,No
Male,No,No,-0.7912642339352352,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.29754037025271557,-0.5852599265855098,No
Female,No,No,0.26800343354793804,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,0.5202355047303808,0.40509138883565604,Yes
Female,No,No,0.4717087542177791,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),0.7761687189808318,0.7455094887709504,No
Male,No,No,-0.954228490471108,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,-0.5184544881691766,-0.809698089408138,No
Female,Yes,No,1.4087532292990477,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.5006397454549982,-0.41826028720171443,No
Male,Yes,Yes,-0.954228490471108,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.4836736169803161,-0.7155774367531843,Yes
Female,No,No,-0.7097821056672988,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.4969688488894306,-0.5167925007966708,Yes
Female,Yes,No,1.5717174858349205,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),1.341216075118191,2.325642386261053,No
Male,No,No,-1.2801570035428536,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),-0.5251021041237338,-0.9856752553048386,No
Female,Yes,Yes,-0.09866614365777576,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.171701868276983,0.3365357318280168,Yes
Male,No,No,-1.2801570035428536,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.15129281925245772,-0.9766977287919335,Yes
Male,Yes,No,-0.6282999773993624,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,-0.49851164030550527,-0.6383310046937403,No
Female,No,No,-1.1986748752749172,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,0.6980592315147849,-0.8872092151239823,Yes
Male,Yes,Yes,1.4087532292990477,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,0.4953069449007914,1.327923764070083,Yes
Male,No,No,-1.2801570035428536,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),-1.4574302417503764,-0.9980496837415458,No
Female,No,No,-1.2801570035428536,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,-0.4735830804759159,-0.9849914633591381,Yes
Female,Yes,No,-0.017184015389839363,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,0.4820117129916769,0.12647925766979679,No
Male,Yes,Yes,0.3494855618158745,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),-1.505625457420916,-0.6551611096798498,No
Male,Yes,No,-1.2801570035428536,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.5235593127076592,-0.9717567805391306,Yes
Female,No,No,-1.2801570035428536,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),-0.6863067910217452,-0.9878148623607398,No
Female,Yes,Yes,-0.8320052980692034,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.6548497278101634,-0.6027958813220198,Yes
Male,Yes,Yes,1.2050479086292067,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.352849403038666,1.854575909087584,No
Female,No,No,-0.4245946567295214,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,0.6482021118556061,-0.18866059807928323,Yes
Female,No,Yes,-0.6282999773993624,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),0.9274019819470073,-0.32047803896655863,No
Female,Yes,Yes,1.6124585499688886,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),-1.2812684189546117,-0.1302515312336499,No
Male,Yes,Yes,0.9606015238253974,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),1.068663820981347,1.3891562299173181,No
Female,No,No,-0.954228490471108,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),-1.4740492816367694,-0.9421993222411137,No
Male,Yes,No,1.6124585499688886,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),1.6952016246983599,2.709404072431872,No
Male,No,No,-0.5060767849974578,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1.4425922184251878,-0.03511621956249563,No
Male,Yes,Yes,-0.546817849131426,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.4823588015799658,-0.8363880330951533,No
Male,No,No,-1.2394159394088855,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.09811189161600058,-0.9558310455457215,Yes
Male,No,No,0.8383783314234928,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),-0.3289974334642975,0.33635926939041666,No
Female,No,No,-0.22088933605968036,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.6797782876397527,0.0017423720912255107,Yes
Male,No,No,-1.0764516828730126,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),-1.4840207055686052,-0.9497210336438181,No
Male,Yes,Yes,-0.954228490471108,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,0.8492924944809603,-0.6685281393280574,No
Female,Yes,Yes,-0.9949695546050762,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,-0.3007450656574295,-0.8101833611115383,No
Female,Yes,Yes,1.5717174858349205,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),1.6553159289710169,2.5661827465146905,No
Female,No,No,-0.9134874263371398,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.5069402728212663,-0.6408235366248416,Yes
Male,No,No,-1.2801570035428536,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.4890064175345232,-0.9984687820308459,Yes
Female,Yes,No,1.5717174858349205,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),0.06653571583185393,1.0613551942704307,No
Male,Yes,No,1.449494293433016,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,1.1800113882201795,1.9724307595997514,No
Male,No,No,0.06429811287809704,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1.347863691072748,0.5546874203111415,No
Male,No,No,-0.2616304001936486,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,0.6781163836511135,-0.043542300957900404,No
Female,No,No,-0.4245946567295214,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),-0.5317497200782911,-0.5420486871781852,Yes
Male,No,No,-1.0357106187390444,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,-1.5239064012959482,-0.949698975839118,No
Female,Yes,No,-0.5060767849974578,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.16624995515021143,-0.3277571145175628,No
Female,Yes,No,1.1235657803612702,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.374454154890977,1.8210701037482648,No
Male,Yes,Yes,1.6124585499688886,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,-1.470725473659491,-0.37531374145078994,No
Female,Yes,No,1.6124585499688886,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),1.3611589229818624,2.358662919896972,No
Male,No,No,-1.157933811140949,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.3145064987273976,-0.9623380979322252,No
Male,Yes,Yes,-0.6690410415333305,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,-1.4973159374777196,-0.8690335840511719,No
Female,Yes,No,1.2050479086292067,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,1.331244651186355,1.77768240190334,No
Female,No,No,-0.9134874263371398,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,-0.12790705083894302,-0.7295620849329923,No
Male,No,No,-0.057925079523807564,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.5435021605713309,0.15760282010151463,No
Female,Yes,No,1.5717174858349205,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-1.5189206893300304,-0.40182722270020504,No
Male,No,No,1.0420836520933339,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.4624159537162946,-0.4725004289590454,No
Male,Yes,Yes,1.5309764217009523,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.8426448785264035,1.744220712173421,No
Female,Yes,No,1.5717174858349205,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,0.8409829745377638,1.7768000897153395,No
Male,No,No,1.490235357566984,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),0.30917369817319046,1.2121644050044171,No
Female,No,No,-1.2801570035428536,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.6731306716851955,-0.9697715781161295,Yes
Female,Yes,Yes,1.6124585499688886,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),1.7932539600280784,2.818612263501635,No
Female,Yes,No,-0.2616304001936486,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),0.7013830394920637,-0.03831460124399746,No
Female,Yes,No,0.02355704874412884,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),1.0038495654244146,0.31977180025600727,No
